sku,name,brand,category,price,stockQty,shortDesc,datasheetUrl,specs
"6EP13333BA10","AC/DC DIN RAIL SUPPLY 24V 120W","Siemens","Power Supplies","313.89","0","AC/DC DIN RAIL SUPPLY 24V 120W","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/ed182eb9d0e9b10c9bd7723b34c6f0c72b487ef1.pdf","{""Input Type"":""AC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""85 ~ 264 VAC, 176 ~ 550 VAC"",""DC Voltage - Input (Min)"":""-"",""DC Voltage - Input (Max)"":""-"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""5A"",""Power (Watts)"":""120W"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""88%"",""Operating Temperature"":""-25°C ~ 70°C"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""4.76\"" L x 2.76\"" W x 4.92\"" H (121.0mm x 70.0mm x 125.0mm)"",""Approval Agency"":""CB, cCSAus, CE, CSA, cUL, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP1""}"
"6EP14363BA00","AC/DC DIN RAIL SUPPLY 24V","Siemens","Power Supplies","698.55","0","AC/DC DIN RAIL SUPPLY 24V","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/f04e059eb205101289f65658a7e59b5f30b091b2.pdf","{""Input Type"":""AC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""320 ~ 550 VAC"",""DC Voltage - Input (Min)"":""-"",""DC Voltage - Input (Max)"":""-"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""20A"",""Power (Watts)"":""-"",""Applications"":""Industrial, ITE (Commercial)"",""Efficiency"":""90%"",""Operating Temperature"":""0°C ~ 70°C"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""4.92\"" L x 6.30\"" W x 4.92\"" H (125.0mm x 160.0mm x 125.0mm)"",""Approval Agency"":""CE, CSA, EAC, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP1""}"
"6EP13315BA00","AC/DC DIN RAIL SUPPLY 24V 14W","Siemens","Power Supplies","85.91","0","AC/DC DIN RAIL SUPPLY 24V 14W","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/3a9f8f88809197dca24410e0db2076ed2010d4b8.pdf","{""Input Type"":""AC or DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""100 ~ 230 VAC, 85 ~ 264 VAC"",""DC Voltage - Input (Min)"":""110V"",""DC Voltage - Input (Max)"":""300V"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""600mA"",""Power (Watts)"":""14W"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""82%"",""Operating Temperature"":""-20°C ~ 70°C"",""Features"":""Adjustable Output, IP20, Universal Input"",""Size / Dimension"":""3.94\"" L x 0.89\"" W x 3.15\"" H (100.0mm x 22.5mm x 80.0mm)"",""Approval Agency"":""CB, cCSAus, CE, CSA, cUL, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP1""}"
"6EP43467RB000AX0","DC/DC DIN RAIL SUPPLY 24V","Siemens","Power Supplies","169.28","0","DC/DC DIN RAIL SUPPLY 24V","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/73db8cef276a8f21e6d51778f43d69c7b7aa3cbb.pdf","{""Input Type"":""DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""-"",""DC Voltage - Input (Min)"":""10V"",""DC Voltage - Input (Max)"":""58V"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""20A"",""Power (Watts)"":""-"",""Applications"":""Industrial"",""Efficiency"":""97.5%"",""Operating Temperature"":""-25°C ~ 70°C"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""4.92\"" L x 1.38\"" W x 5.31\"" H (125.0mm x 35.0mm x 135.0mm)"",""Approval Agency"":""CE, CSA, cULus, UL"",""Standard Number"":""508"",""Series"":""6EP4""}"
"6EP19613BA21","DC/DC DIN RAIL SUPPLY 24V","Siemens","Power Supplies","231.82","0","DC/DC DIN RAIL SUPPLY 24V","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/a853aaa715c602096939559567343d09931be5c4.pdf","{""Input Type"":""DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""-"",""DC Voltage - Input (Min)"":""24V"",""DC Voltage - Input (Max)"":""28.8V"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""40A"",""Power (Watts)"":""-"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""96.6%"",""Operating Temperature"":""-25°C ~ 60°C (With Derating)"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""3.94\"" L x 1.18\"" W x 3.15\"" H (100.0mm x 30.0mm x 80.0mm)"",""Approval Agency"":""cCSAus, CE, CSA, cUL, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP1""}"
"6EP43477RB000AX0","DC/DC DIN RAIL SUPPLY 24V","Siemens","Power Supplies","232.76","0","DC/DC DIN RAIL SUPPLY 24V","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/e4fe10c9ed26fe398a54d308bd8e282f0bb3d9fb.pdf","{""Input Type"":""DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""-"",""DC Voltage - Input (Min)"":""10V"",""DC Voltage - Input (Max)"":""58V"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""40A"",""Power (Watts)"":""-"",""Applications"":""Hazardous Locations, Industrial"",""Efficiency"":""97.5%"",""Operating Temperature"":""-25°C ~ 70°C"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""4.92\"" L x 1.77\"" W x 5.31\"" H (125.0mm x 45.0mm x 135.0mm)"",""Approval Agency"":""CE, CSA, cULus, UL"",""Standard Number"":""508"",""Series"":""6EP4""}"
"6EP44377FB003CX0","DC/DC DIN RAIL SUPPLY 23.8V","Siemens","Power Supplies","241.05","0","DC/DC DIN RAIL SUPPLY 23.8V","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/ea0fe9132ef37af9b6975184232d868646ad35a2.pdf","{""Input Type"":""DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""-"",""DC Voltage - Input (Min)"":""20.4V"",""DC Voltage - Input (Max)"":""30V"",""Voltage - Output 1"":""23.8V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""10A"",""Power (Watts)"":""-"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""98%"",""Operating Temperature"":""-25°C ~ 70°C"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""4.92\"" L x 1.77\"" W x 5.31\"" H (125.0mm x 45.0mm x 135.0mm)"",""Approval Agency"":""CE, CSA, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP4""}"
"6EP33337SB000AX0","AC/DC DIN RAIL SUPPLY 24V 120W","Siemens","Power Supplies","245.66","0","AC/DC DIN RAIL SUPPLY 24V 120W","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/3e2eadaa3dde3e823d855ceb6c1651e555963611.pdf","{""Input Type"":""AC or DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""100 ~ 240 VAC, 85 ~ 264 VAC"",""DC Voltage - Input (Min)"":""99V"",""DC Voltage - Input (Max)"":""275V"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""5A"",""Power (Watts)"":""120W"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""90.2%"",""Operating Temperature"":""-25°C ~ 70°C (With Derating)"",""Features"":""Adjustable Output, IP20, Universal Input"",""Size / Dimension"":""4.92\"" L x 1.38\"" W x 5.31\"" H (125.0mm x 35.0mm x 135.0mm)"",""Approval Agency"":""CB, cCSAus, CE, CSA, cUL, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP3""}"
"6EP13341LB00","AC/DC DIN RAIL SUPPLY 24V 240W","Siemens","Power Supplies","255.41","0","AC/DC DIN RAIL SUPPLY 24V 240W","https://media.distributordatasolutions.com/262/csv_siemens/dafe269d380ad8013dafd38e43c7d9fa12466cb5.pdf","{""Input Type"":""AC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""93 ~ 132 VAC, 187 ~ 264 VAC"",""DC Voltage - Input (Min)"":""-"",""DC Voltage - Input (Max)"":""-"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""10A"",""Power (Watts)"":""240W"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""89%"",""Operating Temperature"":""0°C ~ 60°C (With Derating)"",""Features"":""Adjustable Output, IP20, Universal Input"",""Size / Dimension"":""4.72\"" L x 2.76\"" W x 4.92\"" H (120.0mm x 70.0mm x 125.0mm)"",""Approval Agency"":""CB, CE, CSA, cUL, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP1""}"
"6EP19612BA21","DC/DC DIN RAIL SUPPLY 24V","Siemens","Power Supplies","291.32","0","DC/DC DIN RAIL SUPPLY 24V","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/58400e1cd709168dc6d3f4c7477f54e4d0186adc.pdf","{""Input Type"":""DC"",""Number of Outputs"":""1"",""AC Voltage - Input"":""-"",""DC Voltage - Input (Min)"":""22V"",""DC Voltage - Input (Max)"":""30V"",""Voltage - Output 1"":""24V"",""Voltage - Output 2"":""-"",""Voltage - Output 3"":""-"",""Voltage - Output 4"":""-"",""Voltage - Output 5"":""-"",""Voltage - Output 6"":""-"",""Current - Output (Max)"":""10A"",""Power (Watts)"":""-"",""Applications"":""Hazardous Locations, Industrial, ITE (Commercial)"",""Efficiency"":""99%"",""Operating Temperature"":""-25°C ~ 60°C"",""Features"":""Adjustable Output, IP20"",""Size / Dimension"":""2.83\"" L x 2.83\"" W x 3.15\"" H (72.0mm x 72.0mm x 80.0mm)"",""Approval Agency"":""cCSAus, CE, CSA, cUL, cULus, UL"",""Standard Number"":""60950-1; UL 508"",""Series"":""6EP1""}"
"6GK11623AA00","SIMATIC NET, IE, CP 1623 PCI EXP","Siemens","Industrial Networking","3098.92","0","SIMATIC NET, IE, CP 1623 PCI EXP","https://mall.industry.siemens.com/teddatasheet/?format=PDF&caller=Mall&mlfbs=6GK1162-3AA00&language=en","{""Accessory Type"":""Expansion Card"",""For Use With/Related Products"":""Industrial Ethernet Switches"",""Series"":""-""}"
"6GK56150AA002AA2","SCALANCE S615 LAN-ROUTER","Siemens","Industrial Networking","1124.38","0","SCALANCE S615 LAN-ROUTER","https://mall.industry.siemens.com/teddatasheet/?format=PDF&caller=Mall&mlfbs=6GK5615-0AA00-2AA2&language=en","{""Function"":""Router"",""Modulation or Protocol"":""DHCP, HTTP, NAPT, NAT, NTP"",""Frequency"":""-"",""Applications"":""General Purpose"",""Interface"":""-"",""Sensitivity"":""-"",""Power - Output"":""4W"",""Data Rate (Max)"":""100Mbps"",""Features"":""IP20"",""Series"":""-""}"
"6ES78231EA080YE5","TIA PORTAL TEAMCENTER GATEWAY UP","Siemens","Industrial Networking","1175.01","0","TIA PORTAL TEAMCENTER GATEWAY UP","https://cache.industry.siemens.com/dl/files/146/109744146/att_1029315/v1/simatic-st80-stpc-complete-english-2020.pdf","{""Accessory Type"":""Software"",""For Use With/Related Products"":""SIMATIC Series"",""Series"":""-""}"
"6BK16230AA000AA0","SIMATIC PN/J1939 LINK","Siemens","Industrial Networking","1382.11","0","SIMATIC PN/J1939 LINK","//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7989/6BK16230AA000AA0.pdf","{""Accessory Type"":""Gateway"",""For Use With/Related Products"":""-"",""Specifications"":""2.95\"" (75.00mm)"",""Series"":""SIMATIC""}"
"6GK58764AA102BA2","SCALANCE M876-4","Siemens","Industrial Networking","1513.55","0","SCALANCE M876-4","https://mall.industry.siemens.com/teddatasheet/?format=PDF&mlfbs=6GK58764AA102BA2&language=en&caller=SiePortal","{""Function"":""Router"",""Modulation or Protocol"":""DHCP, EGPRS, GPRS, GSM, HSPA+, HTTP, HTTPS, LTE, NTP, SNMP, SNTP, Telnet, UMTS"",""Frequency"":""850MHz, 900MHz, 1.8GHz, 1.9GHz"",""Applications"":""General Purpose"",""Interface"":""Ethernet, RJ45"",""Sensitivity"":""-"",""Power - Output"":""-"",""Data Rate (Max)"":""-"",""Features"":""IP20"",""Series"":""-""}"
"6GK58262AB002AB2","SCALANCE M826-2 SHDSL-ROUTER","Siemens","Industrial Networking","1697.43","0","SCALANCE M826-2 SHDSL-ROUTER","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/788eddf61bfa671505de307e53655be9e0208d6f.pdf","{""Function"":""Router"",""Modulation or Protocol"":""DHCP Client, DHCP Server, HTTP, HTTPS, NTP, SHDSL, SNMP, SNTP, Telnet"",""Frequency"":""-"",""Applications"":""General Purpose"",""Interface"":""Ethernet, RJ-45, WAN"",""Sensitivity"":""-"",""Power - Output"":""-"",""Data Rate (Max)"":""15.3Mbps"",""Series"":""-"",""Pack Size"":""2""}"
"6GK14115AB10","IE/PB LINK PN IO","Siemens","Industrial Networking","2354.65","0","IE/PB LINK PN IO","//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6255/Networking%20Managed%20Industrial%20Ethernet%20Switches%20Catalog.pdf","{""Type"":""Gateway"",""For Use With/Related Products"":""Networking"",""Series"":""-""}"
"6GK58161AA002AA2","SCALANCE M816-1 ADSL-ROUTER","Siemens","Industrial Networking","2451.85","0","SCALANCE M816-1 ADSL-ROUTER","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/eb32af35860ae1354c4bc94859f3f933edf8a922.pdf","{""Function"":""Router"",""Modulation or Protocol"":""ADSL, ADSL2, ADSL2+, DHCP Client, DHCP Server, HTTP, HTTPS, NTP, SNMP, SNTP, Telnet"",""Frequency"":""-"",""Applications"":""General Purpose"",""Interface"":""Ethernet, RJ-45, WAN"",""Sensitivity"":""-"",""Power - Output"":""-"",""Data Rate (Max)"":""25Mbps"",""Series"":""-""}"
"6GK59983GS002AC2","SCALANCE LPE9403","Siemens","Industrial Networking","2451.85","0","SCALANCE LPE9403","https://mall.industry.siemens.com/tedservices/DatasheetService/DatasheetService?format=PDF&caller=EGH&mlfbs=6GK5998-3GS00-2AC2&language=en","{""Function"":""Gateway"",""Modulation or Protocol"":""-"",""Frequency"":""1.4GHz"",""Applications"":""General Purpose"",""Interface"":""RJ45, USB"",""Sensitivity"":""-"",""Power - Output"":""-"",""Data Rate (Max)"":""1Gbps"",""Series"":""-""}"
"6GK58121BA002AA2","SCALANCE M812-1 ADSL-ROUTER","Siemens","Industrial Networking","2640.46","0","SCALANCE M812-1 ADSL-ROUTER","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/af0e7396d5acb44b43afa7b899f8ca624b94a1f4.pdf","{""Function"":""Router"",""Modulation or Protocol"":""DHCP Client, DHCP Server, HTTP, HTTPS, NTP, SNTP, SNMP, Telnet"",""Frequency"":""-"",""Applications"":""General Purpose"",""Interface"":""Ethernet, RJ-45, WAN"",""Sensitivity"":""-"",""Power - Output"":""-"",""Data Rate (Max)"":""25Mbps"",""Series"":""-""}"
"6GK58764AA002BA2","SCALANCE M876-4 (EU)","Siemens","Industrial Networking","2720.61","0","SCALANCE M876-4 (EU)","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/fa8974035f86e60e8fe742796b0b861696eba9a1.pdf","{""Function"":""Router"",""Modulation or Protocol"":""DHCP Client, DHCP Server, eGPRS, GPRS, GSM, HSPA+, HTTP, HTTPS, LTE, NTP, SNMP, SNTP, Telnet, UMTS"",""Frequency"":""800kHz, 900kHz, 1.8GHz, 2.1GHz, 2.6GHz"",""Applications"":""General Purpose"",""Interface"":""Ethernet, RJ-45, WAN"",""Sensitivity"":""-"",""Power - Output"":""-"",""Data Rate (Max)"":""236.8kbps"",""Series"":""-""}"
"6ES78231EA080YA5","TIA PORTAL TEAMCENTER GATEWAY V1","Siemens","Industrial Networking","2937.52","0","TIA PORTAL TEAMCENTER GATEWAY V1","https://cache.industry.siemens.com/dl/files/146/109744146/att_1029315/v1/simatic-st80-stpc-complete-english-2020.pdf","{""Accessory Type"":""Software"",""For Use With/Related Products"":""SIMATIC Series"",""Series"":""-""}"
"6GK14115BB00","IE/PB LINK HA GATEWAY","Siemens","Industrial Networking","3738.71","0","IE/PB LINK HA GATEWAY","https://mall.industry.siemens.com/teddatasheet/?format=PDF&caller=Mall&mlfbs=6GK1411-5BB00&language=en","{""Type"":""Gateway"",""For Use With/Related Products"":""Networking"",""Series"":""-""}"
"6ES71486JD000AB0","ET 200ECO PN: IO-LINK MASTER","Siemens","Industrial Networking","1584.27","0","ET 200ECO PN: IO-LINK MASTER","https://media.distributordatasolutions.com/siemenscomplete/2023q3/documents/9ebcc24e452dc64bbf25236b1321a087a13f43e4.pdf","{""Accessory Type"":""Input, Output Unit"",""Color"":""White"",""Features"":""4 Connector Opening, Dust Tight, Waterproof"",""For Use With/Related Products"":""Circular Connectors"",""Material"":""-"",""Shell Size - Insert"":""M12"",""Series"":""-"",""Pack Size"":""2""}"
"3RQ30181AB00","RELAY GEN PURPOSE SPDT 3A 24V","Siemens","Relays & Timers","141.81","0","RELAY GEN PURPOSE SPDT 3A 24V","https://media.distributordatasolutions.com/siemenscomplete/2021q1/documents/2bc852fe1d6e0a054032f541bbdb3618d8dd4edc.pdf","{""Mounting Type"":""DIN Rail"",""Coil Voltage"":""24VAC/DC"",""Contact Form"":""SPDT (1 Form C)"",""Contact Rating (Current)"":""3 A"",""Switching Voltage"":""250VAC - Max"",""Load - Max Switching"":""750VA"",""Coil Type"":""Non Latching"",""Features"":""Lighted Indicator"",""Termination Style"":""Screw Terminal"",""Seal Rating"":""-"",""Coil Insulation"":""-"",""Must Operate Voltage"":""-"",""Must Release Voltage"":""-"",""Operate Time"":""12 ms"",""Release Time"":""14 ms"",""Operating Temperature"":""-25°C ~ 60°C"",""Contact Material"":""Silver Tin Oxide (AgSnO)"",""Approval Agency"":""CCC, CSA, EAC, UL"",""Relay Type"":""General Purpose"",""Grade"":""-"",""Qualification"":""-"",""Series"":""SIRIUS 3RQ3""}"
"3TX71113PC03","PREMIUM PLUG-IN RELAY, 4PDT, 6A,","Siemens","Relays & Timers","71.33","0","PREMIUM PLUG-IN RELAY, 4PDT, 6A,","//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6223/3TX71113PC03datasheeten.pdf","{""Series"":""-""}"
"3TX71145LC03","PREMIUM PLUG-IN RELAY, DPDT, 15A","Siemens","Relays & Timers","75.98","0","PREMIUM PLUG-IN RELAY, DPDT, 15A","//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6530/3TX71145LC03.pdf","{""Series"":""-""}"
"3TX71113PF13","PREMIUM PLUG-IN RELAY, 4PDT, 6A,","Siemens","Relays & Timers","75.98","0","PREMIUM PLUG-IN RELAY, 4PDT, 6A,","","{""Series"":""-""}"
"3RQ31181AM00","RELAY GEN PURPOSE SPDT 3A 24V","Siemens","Relays & Timers","96.58","0","RELAY GEN PURPOSE SPDT 3A 24V","https://media.distributordatasolutions.com/siemenscomplete/2021q1/documents/5d84a5fea6232687688981e75541ddde303971e7.pdf","{""Mounting Type"":""DIN Rail"",""Coil Voltage"":""24VDC"",""Contact Form"":""SPDT (1 Form C)"",""Contact Rating (Current)"":""3 A"",""Switching Voltage"":""250VAC - Max"",""Load - Max Switching"":""750VA"",""Coil Type"":""Non Latching"",""Features"":""Lighted Indicator"",""Termination Style"":""Screw Terminal"",""Seal Rating"":""-"",""Coil Insulation"":""-"",""Must Operate Voltage"":""-"",""Must Release Voltage"":""-"",""Operate Time"":""12 ms"",""Release Time"":""13 ms"",""Operating Temperature"":""-25°C ~ 60°C"",""Contact Material"":""Silver Tin Oxide (AgSnO)"",""Approval Agency"":""CCC, CSA, EAC, UL"",""Relay Type"":""General Purpose"",""Grade"":""-"",""Qualification"":""-"",""Series"":""SIRIUS 3RQ3""}"
"3TX71121LF13","PREM PLUG-IN RELAY,OCT,DPDT,10A,","Siemens","Relays & Timers","113.24","0","PREM PLUG-IN RELAY,OCT,DPDT,10A,","","{""Series"":""-""}"
"3RQ30551SM30","RELAY GEN PURPOSE SPST 5A 24V","Siemens","Relays & Timers","249.13","0","RELAY GEN PURPOSE SPST 5A 24V","https://media.distributordatasolutions.com/siemenscomplete/2021q1/documents/b02a0e5011a92410ad7e6081786dbf2d5550b7a4.pdf","{""Mounting Type"":""DIN Rail"",""Coil Voltage"":""24VDC"",""Contact Form"":""SPST-NO (1 Form A)"",""Contact Rating (Current)"":""5 A"",""Switching Voltage"":""30VDC - Max"",""Load - Max Switching"":""150W"",""Coil Type"":""Non Latching"",""Features"":""Lighted Indicator"",""Termination Style"":""Screw Terminal"",""Seal Rating"":""-"",""Coil Insulation"":""-"",""Must Operate Voltage"":""-"",""Must Release Voltage"":""-"",""Operate Time"":""0.2 ms"",""Release Time"":""0.3 ms"",""Operating Temperature"":""-25°C ~ 60°C"",""Contact Material"":""-"",""Approval Agency"":""CCC, CSA, EAC, UL"",""Relay Type"":""General Purpose"",""Grade"":""-"",""Qualification"":""-"",""Series"":""SIRIUS 3RQ3""}"
"3TX71105JC03","PREMIUM PLUG-IN RELAY, SPDT, 15A","Siemens","Relays & Timers","66.79","0","PREMIUM PLUG-IN RELAY, SPDT, 15A","https://mall.industry.siemens.com/mall/en/us/Catalog/DatasheetDownload?downloadUrl=teddatasheet%2F%3Fformat%3DPDF%26caller%3DMall%26mlfbs%3D3TX71105JC03%26language%3Den","{""Series"":""-""}"
"3TX71175PC03","PREMIUM PLUG-IN RELAY, 4PDT, 15A","Siemens","Relays & Timers","113.37","0","PREMIUM PLUG-IN RELAY, 4PDT, 15A","","{""Series"":""-""}"
"3TX71300DC03","OPEN PWR RELAY, DPST, 40A, 24VDC","Siemens","Relays & Timers","160.79","0","OPEN PWR RELAY, DPST, 40A, 24VDC","","{""Series"":""-""}"
"LZS:PT3A5L24","PLUG-IN COUPL., COMPLETE UNIT 24","Siemens","Relays & Timers","88.6","0","PLUG-IN COUPL., COMPLETE UNIT 24","https://media.distributordatasolutions.com/262/csv_siemens/a5d9d297bd2d81bd4ab4f5a43f64ab7acb04acb7.pdf","{""Mounting Type"":""DIN Rail"",""Coil Voltage"":""24VDC"",""Contact Form"":""3PDT (3 Form C)"",""Contact Rating (Current)"":""4 A"",""Switching Voltage"":""250VAC, 24VDC - Max"",""Load - Max Switching"":""1000VA, 96W"",""Coil Type"":""Non Latching"",""Features"":""Lighted Indicator"",""Termination Style"":""Screw Terminal"",""Seal Rating"":""-"",""Coil Insulation"":""-"",""Must Operate Voltage"":""21.6 VDC"",""Must Release Voltage"":""-"",""Operate Time"":""15 ms"",""Release Time"":""18 ms"",""Operating Temperature"":""-40°C ~ 70°C"",""Contact Material"":""Silver Nickel (AgNi)"",""Approval Agency"":""CE, EAC, UKCA, VDE"",""Relay Type"":""General Purpose"",""Grade"":""-"",""Qualification"":""-"",""Series"":""SIRIUS LZS""}"
"LZS:PT3A5T30","PLUG-IN RELAY COMPLETE UNIT AC23","Siemens","Relays & Timers","94.52","0","PLUG-IN RELAY COMPLETE UNIT AC23","https://media.distributordatasolutions.com/262/csv_siemens/cb9f9ff2e45b45c91c86fd0deb337803735edcd1.pdf","{""Mounting Type"":""DIN Rail"",""Coil Voltage"":""230VAC"",""Contact Form"":""3PDT (3 Form C)"",""Switching Voltage"":""-"",""Load - Max Switching"":""-"",""Coil Type"":""Non Latching"",""Features"":""Lighted Indicator"",""Termination Style"":""Screw Terminal"",""Seal Rating"":""-"",""Coil Insulation"":""-"",""Must Operate Voltage"":""207 VAC"",""Must Release Voltage"":""-"",""Operating Temperature"":""-40°C ~ 70°C"",""Contact Material"":""Silver Nickel (AgNi)"",""Approval Agency"":""CE, EAC, UKCA, VDE"",""Relay Type"":""General Purpose"",""Grade"":""-"",""Qualification"":""-"",""Series"":""SIRIUS LZS""}"
"3RQ30182AE00","RELAY GEN PURPOSE SPDT 3A 115V","Siemens","Relays & Timers","132.48","0","RELAY GEN PURPOSE SPDT 3A 115V","https://media.distributordatasolutions.com/siemenscomplete/2021q1/documents/623622261ca730e5a2c1ccc5d74d52fd50e878a2.pdf","{""Mounting Type"":""DIN Rail"",""Coil Voltage"":""115VAC/DC"",""Contact Form"":""SPDT (1 Form C)"",""Contact Rating (Current)"":""3 A"",""Switching Voltage"":""250VAC - Max"",""Load - Max Switching"":""750VA"",""Coil Type"":""Non Latching"",""Features"":""Lighted Indicator"",""Termination Style"":""Spring Terminal"",""Seal Rating"":""-"",""Coil Insulation"":""-"",""Must Operate Voltage"":""-"",""Must Release Voltage"":""-"",""Operate Time"":""8 ms"",""Release Time"":""17 ms"",""Operating Temperature"":""-25°C ~ 60°C"",""Contact Material"":""Silver Tin Oxide (AgSnO)"",""Approval Agency"":""CCC, CSA, EAC, UL"",""Relay Type"":""General Purpose"",""Grade"":""-"",""Qualification"":""-"",""Series"":""SIRIUS 3RQ3""}"
"3TX71145LF13","PREMIUM PLUG-IN RELAY,DPDT, 15A,","Siemens","Relays & Timers","75.61","0","PREMIUM PLUG-IN RELAY,DPDT, 15A,","","{""Series"":""-""}"
"3TX71105BC03C","PLUG-IN RELAY, SPDT, 15A, 24VDC","Siemens","Relays & Timers","25.72","0","PLUG-IN RELAY, SPDT, 15A, 24VDC","","{""Series"":""-""}"
